crescimento_absoluto,crescimento_atual,media_de_crescimento_anual,pico_de_crescimento_anual,ranking_do_ultimo_ano,ranking_do_primeiro_ano,media_aritmetica
81.27991,3.622799999999998,3.0596308695652175,7.430299999999988,84.1506,2.87069,47.83397869565218
